corner_id,latitude,longitude
1,38.646998358407075,-90.30455649557521
2,38.64699026699029,-90.30457501348435
3,38.64697055678104,-90.30455905351307
4,37.956804953869046,-88.69183709623016
5,38.25400523728813,-89.3860294621469
6,38.64698003576538,-90.30446425321888
7,38.64699903472223,-90.30451835648148
8,38.647024984375,-90.30451128877314
9,38.23293367261905,-89.33692025059524
10,37.73045991238472,-88.16291927009222
